Year,Category,Nominee,Won?
1987,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Arthur, Beatrice in Golden Girls, The",no
1987,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Getty, Estelle in Golden Girls, The",no
1987,Best Performance by an Actress In A Television Series - Comedy Or Musical,"McClanahan, Rue in Golden Girls, The",no
1987,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Shepherd, Cybill in Moonlighting",yes
1987,Best Performance by an Actress In A Television Series - Comedy Or Musical,"White, Betty in Golden Girls, The",no
1987,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Cosby, Bill in Cosby Show, The",no
1987,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Danson, Ted in Cheers",no
1987,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Danza, Tony in Who's The Boss ",no
1987,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Fox, Michael J. in Family Ties",no
1987,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Willis, Bruce in Moonlighting",yes
1987,Best Mini-Series Or Motion Picture Made for Television,Anastasia: The Mystery Of Anna,no
1987,Best Mini-Series Or Motion Picture Made for Television,Christmas Eve,no
1987,Best Mini-Series Or Motion Picture Made for Television,Nobody's Child,no
1987,Best Mini-Series Or Motion Picture Made for Television,Peter The Great,no
1987,Best Mini-Series Or Motion Picture Made for Television,"Promise, The",yes
1987,Best Mini-Series Or Motion Picture Made for Television,Unnatural Causes,no
1987,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Fawcett, Farrah in Nazi Hunter: The Beate Klarsfeld Story",no
1987,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Irving, Amy in Anastasia: The Mystery Of Anna",no
1987,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Redgrave, Vanessa in Second Serve",no
1987,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Thomas, Marlo in Nobody's Child",no
1987,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Young, Loretta in Christmas Eve",yes
1987,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Garner, James in Promise, The",yes
1987,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Harmon, Mark in Deliberate Stranger, The",no
1987,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Niklas, Jan in Peter The Great",no
1987,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Ritter, John in Unnatural Causes",no
1987,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Woods, James in Promise, The",yes
1987,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Bateman, Justine in Family Ties",no
1987,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Havilland, Olivia de in Anastasia: The Mystery Of Anna",yes
1987,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Laurie, Piper in Promise, The",no
1987,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Page, Geraldine in Nazi Hunter: The Beate Klarsfeld Story",no
1987,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Palmer, Lilli in Peter The Great",no
1987,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Perlman, Rhea in Cheers",no
1987,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Conti, Tom in Nazi Hunter: The Beate Klarsfeld Story",no
1987,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Hillerman, John in Magnum, P. I.",no
1987,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Howard, Trevor in Christmas Eve",no
1987,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Leibman, Ron in Christmas Eve",no
1987,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Niklas, Jan in Anastasia: The Mystery Of Anna",yes
1986,Cecil B. DeMille Award,"Stanwyck, Barbara",yes
1986,Best Motion Picture - Drama,"Color Purple, The",no
1986,Best Motion Picture - Drama,Kiss Of The Spider Woman,no
1986,Best Motion Picture - Drama,Out Of Africa,yes
1986,Best Motion Picture - Drama,Runaway Train,no
1986,Best Motion Picture - Drama,Witness,no
1986,Best Performance by an Actress in a Motion Picture - Drama,"Bancroft, Anne in Agnes Of God",no
1986,Best Performance by an Actress in a Motion Picture - Drama,Cher in Mask,no
1986,Best Performance by an Actress in a Motion Picture - Drama,"Goldberg, Whoopi in Color Purple, The",yes
1986,Best Performance by an Actress in a Motion Picture - Drama,"Page, Geraldine in Trip To Bountiful, The",no
1986,Best Performance by an Actress in a Motion Picture - Drama,"Streep, Meryl in Out Of Africa",no
1986,Best Performance by an Actor in a Motion Picture - Drama,"Ford, Harrison in Witness",no
1986,Best Performance by an Actor in a Motion Picture - Drama,"Hackman, Gene in Twice In a Lifetime",no
1986,Best Performance by an Actor in a Motion Picture - Drama,"Hurt, William in Kiss Of The Spider Woman",no
1986,Best Performance by an Actor in a Motion Picture - Drama,"Julia, Raul in Kiss Of The Spider Woman",no
1986,Best Performance by an Actor in a Motion Picture - Drama,"Voight, Jon in Runaway Train",yes
1986,Best Motion Picture - Comedy Or Musical,Cocoon,no
1986,Best Motion Picture - Comedy Or Musical,Back To The Future,no
1986,Best Motion Picture - Comedy Or Musical,"Chorus Line: The Movie, a Produced by Martin, Ernest H.",no
1986,Best Motion Picture - Comedy Or Musical,"Prizzi's Honor Produced by Condon, Richard, Roach, Janet",yes
1986,Best Motion Picture - Comedy Or Musical,"Purple Rose Of Cairo, The",no
1986,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Arquette, Rosanna in Desperately Seeking Susan",no
1986,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Close, Glenn in Maxie",no
1986,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Farrow, Mia in Purple Rose Of Cairo, The",no
1986,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Field, Sally in Murphy's Romance",no
1986,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Turner, Kathleen in Prizzi's Honor",yes
1986,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Daniels, Jeff in Purple Rose Of Cairo, The",no
1986,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Dunne, Griffin in After Hours",no
1986,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Fox, Michael J. in Back To The Future",no
1986,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Garner, James in Murphy's Romance",no
1986,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Nicholson, Jack in Prizzi's Honor",yes
1986,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Braga, Sonia in Kiss Of The Spider Woman",no
1986,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Huston, Anjelica in Prizzi's Honor",no
1986,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Madigan, Amy in Twice In a Lifetime",no
1986,Best Performance by an Actress In A Supporting Role in a Motion Picture,"McGillis, Kelly in Witness",no
1986,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Tilly, Meg in Agnes Of God",yes
1986,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Winfrey, Oprah in Color Purple, The",no
1986,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Brandauer, Klaus Maria in Out Of Africa",yes
1986,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Grey, Joel in Remo Williams: The Adventure Begins",no
1986,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Lone, John in Year Of The Dragon",no
1986,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Roberts, Eric in Runaway Train",no
1986,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Stoltz, Eric in Mask",no
1986,Best Foreign Language Film,"Colonel Redl from Hungary, The Country of",no
1986,Best Foreign Language Film,"Official Story, The from Argentina, The Country of",yes
1986,Best Foreign Language Film,"Ran from Japan, The Republic of",no
1986,Best Foreign Language Film,"When Father Was Away On Business from Yugoslavia, The Country of",no
1986,Best Foreign Language Film,"Year Of The Quiet Sun, a from Poland, The Country of",no
1986,Best Director - Motion Picture,"Attenborough, Richard for Chorus Line: The Movie, a",no
1986,Best Director - Motion Picture,"Huston, John for Prizzi's Honor",yes
1986,Best Director - Motion Picture,"Pollack, Sydney for Out Of Africa",no
1986,Best Director - Motion Picture,"Spielberg, Steven for Color Purple, The",no
1986,Best Director - Motion Picture,"Weir, Peter for Witness",no
1986,Best Screenplay - Motion Picture,"Purple Rose Of Cairo, The by Allen, Woody",yes
1986,Best Screenplay - Motion Picture,"Prizzi's Honor by Condon, Richard",no
1986,Best Screenplay - Motion Picture,"Back To The Future by Gale, Bob",no
1986,Best Screenplay - Motion Picture,"Witness by Kelley, William",no
1986,Best Screenplay - Motion Picture,"Out Of Africa by Luedtke, Kurt",no
1986,Best Original Score - Motion Picture,"Out Of AfricaComposed by Barry, John",yes
1986,Best Original Score - Motion Picture,"White NightsComposed by Colombier, Michel",no
1986,Best Original Score - Motion Picture,"WitnessComposed by Jarre, Maurice",no
1986,Best Original Score - Motion Picture,"Color Purple, TheComposed by Jones, Quincy",no
1986,Best Original Score - Motion Picture,"Year Of The DragonComposed by Mansfield, David",no
1986,Best Original Song - Motion Picture,"'A View To a Kill' View To a Kill, a    Music & Lyrics by Barry, John, Bon, Simon Le, Rhodes, Nick, Taylor, Andy, Taylor, John, Taylor, Roger",no
1986,Best Original Song - Motion Picture,"'Rhythm Of the Night' Berry Gordy's The Last Dragon    Music & Lyrics by Warren, Diane",no
1986,Best Original Song - Motion Picture,"'Say You, Say Me' White Nights    Music & Lyrics by Richie, Lionel",yes
1986,Best Original Song - Motion Picture,"'The Power Of Love' Back To The Future    Lyrics by Lewis, Huey Music by Colla, Johnny, Hayes, Chris",no
1986,Best Original Song - Motion Picture,"'We Don't Need Another Hero (Thunderdome)' Mad Max Beyond Thunderdome    Music & Lyrics by Britten, Terry, Lyle, Graham",no
1986,Best Television Series - Drama,Cagney and Lacey,no
1986,Best Television Series - Drama,Dynasty,no
1986,Best Television Series - Drama,Miami Vice,no
1986,Best Television Series - Drama,"Murder, She Wrote",yes
1986,Best Television Series - Drama,St. Elsewhere,no
1986,Best Performance by an Actress In A Television Series - Drama,"Collins, Joan in Dynasty",no
1986,Best Performance by an Actress In A Television Series - Drama,"Daly, Tyne in Cagney and Lacey",yes
1986,Best Performance by an Actress In A Television Series - Drama,"Evans, Linda in Dynasty",no
1986,Best Performance by an Actress In A Television Series - Drama,"Gless, Sharon in Cagney and Lacey",yes
1986,Best Performance by an Actress In A Television Series - Drama,"Lansbury, Angela in Murder, She Wrote",no
1986,Best Performance by an Actor In A Television Series - Drama,"Forsythe, John in Dynasty",no
1986,Best Performance by an Actor In A Television Series - Drama,"Johnson, Don in Miami Vice",yes
1986,Best Performance by an Actor In A Television Series - Drama,"Selleck, Tom in Magnum, P. I.",no
1986,Best Performance by an Actor In A Television Series - Drama,"Thomas, Philip Michael in Miami Vice",no
1986,Best Performance by an Actor In A Television Series - Drama,"Travanti, Daniel J. in Hill Street Blues",no
1986,Best Television Series - Comedy Or Musical,"Cosby Show, The",no
1986,Best Television Series - Comedy Or Musical,Family Ties,no
1986,Best Television Series - Comedy Or Musical,"Golden Girls, The",yes
1986,Best Television Series - Comedy Or Musical,Kate and Allie,no
1986,Best Television Series - Comedy Or Musical,Moonlighting,no
1986,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Arthur, Beatrice in Golden Girls, The",no
1986,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Getty, Estelle in Golden Girls, The",no
1986,Best Performance by an Actress In A Television Series - Comedy Or Musical,"McClanahan, Rue in Golden Girls, The",no
1986,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Shepherd, Cybill in Moonlighting",yes
1986,Best Performance by an Actress In A Television Series - Comedy Or Musical,"White, Betty in Golden Girls, The",no
1986,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Cosby, Bill in Cosby Show, The",yes
1986,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Danson, Ted in Cheers",no
1986,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Fox, Michael J. in Family Ties",no
1986,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Newhart, Bob in Newhart",no
1986,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Willis, Bruce in Moonlighting",no
1986,Best Mini-Series Or Motion Picture Made for Television,Amos,no
1986,Best Mini-Series Or Motion Picture Made for Television,an Early Frost,no
1986,Best Mini-Series Or Motion Picture Made for Television,Death Of a Salesman,no
1986,Best Mini-Series Or Motion Picture Made for Television,Do You Remember Love ,no
1986,Best Mini-Series Or Motion Picture Made for Television,"Jewel In The Crown, The",yes
1986,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Ashcroft, Peggy in Jewel In The Crown, The",no
1986,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Minnelli, Liza in Time To Live, a",yes
1986,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Rowlands, Gena in an Early Frost",no
1986,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Thomas, Marlo in Consenting Adult",no
1986,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Woodward, Joanne in Do You Remember Love ",no
1986,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Chamberlain, Richard in Wallenberg: a Hero's Story",no
1986,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Crenna, Richard in Rape Of Richard Beck, The",no
1986,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Douglas, Kirk in Amos",no
1986,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Hoffman, Dustin in Death Of a Salesman",yes
1986,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Strauss, Peter in Kane & Abel",no
1986,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Down, Lesley-Anne in North and South",no
1986,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Helmond, Katherine in Who's The Boss ",no
1986,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Reid, Kate in Death Of a Salesman",no
1986,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Sidney, Sylvia in an Early Frost",yes
1986,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Swenson, Inga in Benson",no
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Begley Jr., Ed in St. Elsewhere",no
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Carradine, David in North and South",no
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Farnsworth, Richard in Chase",no
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","James, John in Dynasty",no
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Malkovich, John in Death Of a Salesman",no
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Morita, Noriyuki in Amos",no
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Olmos, Edward James in Miami Vice",yes
1986,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Weitz, Bruce in Hill Street Blues",no
1985,Cecil B. DeMille Award,"Taylor, Elizabeth",yes
1985,Best Motion Picture - Drama,Amadeus,yes
1985,Best Motion Picture - Drama,"Cotton Club, The",no
1985,Best Motion Picture - Drama,"Killing Fields, The",no
1985,Best Motion Picture - Drama,Places In The Heart,no
1985,Best Motion Picture - Drama,"Soldier''s Story, a",no
1985,Best Performance by an Actress in a Motion Picture - Drama,"Field, Sally in Places In The Heart",yes
1985,Best Performance by an Actress in a Motion Picture - Drama,"Keaton, Diane in Mrs. Soffel",no
1985,Best Performance by an Actress in a Motion Picture - Drama,"Lange, Jessica in Country",no
1985,Best Performance by an Actress in a Motion Picture - Drama,"Redgrave, Vanessa in Bostonians, The",no
1985,Best Performance by an Actress in a Motion Picture - Drama,"Spacek, Sissy in River, The",no
1985,Best Performance by an Actor in a Motion Picture - Drama,"Abraham, F. Murray in Amadeus",no
1985,Best Performance by an Actor in a Motion Picture - Drama,"Bridges, Jeff in John Carpenter's Starman",no
1985,Best Performance by an Actor in a Motion Picture - Drama,"Finney, Albert in Under The Volcano",no
1985,Best Performance by an Actor in a Motion Picture - Drama,"Hulce, Tom in Amadeus",no
1985,Best Performance by an Actor in a Motion Picture - Drama,"Waterston, Sam in Killing Fields, The",no
1985,Best Motion Picture - Comedy Or Musical,Micki & Maude,no
1985,Best Motion Picture - Comedy Or Musical,"Beverly Hills Cop Produced by Simpson, Don",no
1985,Best Motion Picture - Comedy Or Musical,Romancing The Stone,yes
1985,Best Motion Picture - Comedy Or Musical,Splash,no
1985,Best Motion Picture - Comedy Or Musical,Ghostbusters,no
1985,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Bancroft, Anne in Garbo Talks",no
1985,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Farrow, Mia in Broadway Danny Rose",no
1985,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Long, Shelley in Irreconcilable Differences",no
1985,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Tomlin, Lily in All Of Me",no
1985,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Turner, Kathleen in Romancing The Stone",yes
1985,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Martin, Steve in All Of Me",no
1985,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Moore, Dudley in Micki & Maude",yes
1985,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Murphy, Eddie in Beverly Hills Cop",no
1985,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Murray, Bill in Ghostbusters",no
1985,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Williams, Robin in Moscow On The Hudson",no
1985,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Ashcroft, Peggy in Passage To India, a",yes
1985,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Barrymore, Drew in Irreconcilable Differences",no
1985,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Basinger, Kim in Natural, The",no
1985,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Bisset, Jacqueline in Under The Volcano",no
1985,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Griffith, Melanie in Body Double",no
1985,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Lahti, Christine in Swing Shift",no
1985,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Warren, Lesley Ann in Songwriter",no
1985,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Caesar, Adolph in Soldier''s Story, a",no
1985,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Crenna, Richard in Flamingo Kid, The",no
1985,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Jones, Jeffrey in Amadeus",no
1985,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Morita, Noriyuki in Karate Kid, The",no
1985,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Ngor, Haing S. in Killing Fields, The",yes
1985,Best Foreign Language Film,"Bizet's Carmen from France, The Country of",no
1985,Best Foreign Language Film,"Dangerous Moves from Switzerland, The Country of",no
1985,Best Foreign Language Film,"Paris, Texas from France, The Country of",no
1985,Best Foreign Language Film,"Passage To India, a from United Kingdom, The",yes
1985,Best Foreign Language Film,"Sunday In The Country, a from France, The Country of",no
1985,Best Director - Motion Picture,"Coppola, Francis Ford for Cotton Club, The",no
1985,Best Director - Motion Picture,"Forman, Milo for Amadeus",yes
1985,Best Director - Motion Picture,"Joff, Roland for Killing Fields, The",no
1985,Best Director - Motion Picture,"Lean, David for Passage To India, a",no
1985,Best Director - Motion Picture,"Leone, Sergio for Once Upon a Time In America",no
1985,Best Screenplay - Motion Picture,"Places In The Heart by Benton, Robert",no
1985,Best Screenplay - Motion Picture,"Soldier''s Story, a by Fuller, Charles",no
1985,Best Screenplay - Motion Picture,"Passage To India, a by Lean, David",no
1985,Best Screenplay - Motion Picture,"Killing Fields, The by Robinson, Bruce",no
1985,Best Screenplay - Motion Picture,"Amadeus by Shaffer, Peter",yes
1985,Best Original Score - Motion Picture,"Passage To India, aComposed by Jarre, Maurice",yes
1985,Best Original Score - Motion Picture,"Once Upon a Time In AmericaComposed by Morricone, Ennio",no
1985,Best Original Score - Motion Picture,"John Carpenter's StarmanComposed by Nitzsche, Jack",no
1985,Best Original Score - Motion Picture,"Killing Fields, TheComposed by Oldfield, Mike",no
1985,Best Original Score - Motion Picture,"River, TheComposed by Williams, John",no
1985,Best Original Song - Motion Picture,"'Against All Odds (Take a Look At Me Now)' Against All Odds    Music & Lyrics by Collins, Phil",no
1985,Best Original Song - Motion Picture,"'Footloose' Footloose    Music & Lyrics by Loggins, Kenny, Pitchford, Dean",no
1985,Best Original Song - Motion Picture,"'Ghostbusters' Ghostbusters    Music & Lyrics by Parker Jr., Ray",no
1985,Best Original Song - Motion Picture,"'I Just Called To Say I Love You' Woman In Red, The    Music & Lyrics by Wonder, Stevie",yes
1985,Best Original Song - Motion Picture,"'No More Lonely Nights' Give My Regards To Broad Street    Music & Lyrics by McCartney, Paul",no
1985,Best Original Song - Motion Picture,"'When Doves Cry' Purple Rain    Music & Lyrics by Artist, The",no
1985,Best Television Series - Drama,Cagney and Lacey,no
1985,Best Television Series - Drama,Dynasty,no
1985,Best Television Series - Drama,Hill Street Blues,no
1985,Best Television Series - Drama,"Murder, She Wrote",yes
1985,Best Television Series - Drama,St. Elsewhere,no
1985,Best Performance by an Actress In A Television Series - Drama,"Collins, Joan in Dynasty",no
1985,Best Performance by an Actress In A Television Series - Drama,"Daly, Tyne in Cagney and Lacey",no
1985,Best Performance by an Actress In A Television Series - Drama,"Evans, Linda in Dynasty",no
1985,Best Performance by an Actress In A Television Series - Drama,"Gless, Sharon in Cagney and Lacey",no
1985,Best Performance by an Actress In A Television Series - Drama,"Jackson, Kate in Scarecrow and Mrs. King",no
1985,Best Performance by an Actress In A Television Series - Drama,"Lansbury, Angela in Murder, She Wrote",yes
1985,Best Performance by an Actor In A Television Series - Drama,"Brolin, James in Hotel",no
1985,Best Performance by an Actor In A Television Series - Drama,"Forsythe, John in Dynasty",no
1985,Best Performance by an Actor In A Television Series - Drama,"Hagman, Larry in Dallas",no
1985,Best Performance by an Actor In A Television Series - Drama,"Keach, Stacy in Mickey Spillane's Mike Hammer",no
1985,Best Performance by an Actor In A Television Series - Drama,"Selleck, Tom in Magnum, P. I.",yes
1985,Best Performance by an Actor In A Television Series - Drama,"Travanti, Daniel J. in Hill Street Blues",no
1985,Best Television Series - Comedy Or Musical,Cheers,no
1985,Best Television Series - Comedy Or Musical,"Cosby Show, The",yes
1985,Best Television Series - Comedy Or Musical,Fame,no
1985,Best Television Series - Comedy Or Musical,"Jeffersons, The",no
1985,Best Television Series - Comedy Or Musical,Kate and Allie,no
1985,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Allen, Debbie in Fame",no
1985,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Carter, Nell in Gimme a Break!",no
1985,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Clark, Susan in Webster",no
1985,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Curtin, Jane in Kate and Allie",no
1985,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Long, Shelley in Cheers",yes
1985,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Sanford, Isabel in Jeffersons, The",no
1985,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Cosby, Bill in Cosby Show, The",yes
1985,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Danson, Ted in Cheers",no
1985,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Guillaume, Robert in Benson",no
1985,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Hemsley, Sherman in Jeffersons, The",no
1985,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Newhart, Bob in Newhart",no
1985,Best Mini-Series Or Motion Picture Made for Television,"Burning Bed, The",no
1985,Best Mini-Series Or Motion Picture Made for Television,"Dollmaker, The",no
1985,Best Mini-Series Or Motion Picture Made for Television,Sakharov,no
1985,Best Mini-Series Or Motion Picture Made for Television,Something About Amelia,yes
1985,Best Mini-Series Or Motion Picture Made for Television,"Streetcar Named Desire, a",no
1985,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Ann-Margret in Streetcar Named Desire, a",yes
1985,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Close, Glenn in Something About Amelia",no
1985,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Fawcett, Farrah in Burning Bed, The",no
1985,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Fonda, Jane in Dollmaker, The",no
1985,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Jackson, Glenda in Sakharov",no
1985,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Danson, Ted in Something About Amelia",yes
1985,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Garner, James in Heartsounds",no
1985,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Neill, Sam in Reilly: Ace Of Spies",no
1985,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Robards Jr., Jason in Sakharov",no
1985,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Williams, Treat in Streetcar Named Desire, a",no
1985,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Diamond, Selma in Night Court",no
1985,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Dunaway, Faye in Ellis Island",yes
1985,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Gibbs, Marla in Jeffersons, The",no
1985,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Lollobrigida, Gina in Falcon Crest",no
1985,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Perlman, Rhea in Cheers",no
1985,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Zal, Roxana in Something About Amelia",no
1985,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Brosnan, Pierce in Nancy Astor",no
1985,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Hillerman, John in Magnum, P. I.",no
1985,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Le Mat, Paul in Burning Bed, The",yes
1985,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Vereen, Ben in Ellis Island",no
1985,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Weitz, Bruce in Hill Street Blues",no
1984,Cecil B. DeMille Award,"Newman, Paul",yes
1984,Best Motion Picture - Drama,"Reuben, Reuben",no
1984,Best Motion Picture - Drama,"Right Stuff, The",no
1984,Best Motion Picture - Drama,Silkwood,no
1984,Best Motion Picture - Drama,Tender Mercies,no
1984,Best Motion Picture - Drama,Terms Of Endearment,yes
1984,Best Performance by an Actress in a Motion Picture - Drama,"Alexander, Jane in Testament",no
