Year,Category,Nominee,Won?
1958,Best Foreign Language Film,"Woman In a Dressing Gown from United Kingdom, The",yes
1958,Best Foreign Language Film,"Yellow Crow from Japan, The Republic of",yes
1958,Best Director - Motion Picture,"Lean, David for Bridge On The River Kwai, The",yes
1958,Best Director - Motion Picture,"Logan, Joshua for Sayonara",no
1958,Best Director - Motion Picture,"Lumet, Sidney for 12 Angry Men",no
1958,Best Director - Motion Picture,"Wilder, Billy for Witness For The Prosecution",no
1958,Best Director - Motion Picture,"Zinnemann, Fred for Hatful Of Rain, a",no
1958,(Previous Award Given) Special Achievement Award,"Friedhofer, Hugo",yes
1958,(Previous Award Given) Special Achievement Award,"Gabor, Zsa Zsa",yes
1958,(Previous Award Given) Special Achievement Award,"Hope, Bob",yes
1958,(Previous Award Given) Special Achievement Award,"Prinze, Le Roy",yes
1958,(Previous Award Given) Special Achievement Award,"Simmons, Jean",yes
1958,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Charisse, Cyd in Silk Stockings",no
1958,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Elg, Taina in Les Girls",yes
1958,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Hepburn, Audrey in Love In The Afternoon",no
1958,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Kendall, Kay in Les Girls",yes
1958,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Simmons, Jean in This Could Be The Night",no
1958,(Previous Award Given) Henrietta Award (World Film Favorites),"Curtis, Tony",yes
1958,(Previous Award Given) Henrietta Award (World Film Favorites),"Day, Doris",yes
1958,(Previous Award Given) Promoting International Understanding,"Happy Road, The directed by Kelly, Gene",yes
1958,(Previous Award Given) New Star Of The Year - Actress,"Dee, Sandra",yes
1958,(Previous Award Given) New Star Of The Year - Actress,"Jones, Carolyn",yes
1958,(Previous Award Given) New Star Of The Year - Actress,"Varsi, Diane",yes
1958,(Previous Award Given) New Star Of The Year - Actor,"Garner, James",yes
1958,(Previous Award Given) New Star Of The Year - Actor,"Saxon, John",yes
1958,(Previous Award Given) New Star Of The Year - Actor,"Wayne, Patrick",yes
1958,(Previous Award Given) Television Achievement,"Benny, Jack",yes
1958,(Previous Award Given) Television Achievement,"Fisher, Eddie",yes
1958,(Previous Award Given) Television Achievement,"Hitchcock, Alfred",yes
1958,(Previous Award Given) Television Achievement,"Wallace, Mike",yes
1957,Cecil B. DeMille Award,"LeRoy, Mervyn",yes
1957,Best Motion Picture - Drama,Around The World In 80 Days,yes
1957,Best Motion Picture - Drama,"Giant Produced by Stevens, George",no
1957,Best Motion Picture - Drama,Lust For Life,no
1957,Best Motion Picture - Drama,"Rainmaker, The Produced by Wallis, Hal B.",no
1957,Best Motion Picture - Drama,War and Peace,no
1957,Best Performance by an Actress in a Motion Picture - Drama,"Baker, Carroll in Baby Doll",no
1957,Best Performance by an Actress in a Motion Picture - Drama,"Bergman, Ingrid in Anastasia",no
1957,Best Performance by an Actress in a Motion Picture - Drama,"Hayes, Helen in Anastasia",no
1957,Best Performance by an Actress in a Motion Picture - Drama,"Hepburn, Katharine in Rainmaker, The",no
1957,Best Performance by an Actress in a Motion Picture - Drama,"Hepburn, Audrey in War and Peace",no
1957,Best Performance by an Actor in a Motion Picture - Drama,"Cooper, Gary in Friendly Persuasion",no
1957,Best Performance by an Actor in a Motion Picture - Drama,"Douglas, Kirk in Lust For Life",yes
1957,Best Performance by an Actor in a Motion Picture - Drama,"Heston, Charlton in Ten Commandments, The",no
1957,Best Performance by an Actor in a Motion Picture - Drama,"Lancaster, Burt in Rainmaker, The",no
1957,Best Performance by an Actor in a Motion Picture - Drama,"Malden, Karl in Baby Doll",no
1957,Best Motion Picture - Comedy Or Musical,Bus Stop,no
1957,Best Motion Picture - Comedy Or Musical,"King and I, The",yes
1957,Best Motion Picture - Comedy Or Musical,"Teahouse Of The August Moon, The",no
1957,Best Motion Picture - Comedy Or Musical,"Solid Gold Cadillac, The",no
1957,Best Motion Picture - Comedy Or Musical,"Opposite Sex, The",no
1957,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Brando, Marlon in Teahouse Of The August Moon, The",no
1957,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Brynner, Yul in King and I, The",no
1957,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,Cantinflas in Around The World In 80 Days,yes
1957,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Ford, Glenn in Teahouse Of The August Moon, The",no
1957,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Kaye, Danny in Court Jester, The",no
1957,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Dunnock, Mildred in Baby Doll",no
1957,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Heckart, Eileen in Bad Seed, The",yes
1957,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Main, Marjorie in Friendly Persuasion",no
1957,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Malone, Dorothy in Written On The Wind",no
1957,Best Performance by an Actress In A Supporting Role in a Motion Picture,"McCormack, Patty in Bad Seed, The",no
1957,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Albert, Eddie in Teahouse Of The August Moon, The",no
1957,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Holliman, Earl in Rainmaker, The",yes
1957,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Homolka, Oscar in War and Peace",no
1957,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Quinn, Anthony in Lust For Life",no
1957,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Wallach, Eli in Baby Doll",no
1957,Best Foreign Language Film,"Before Sundown from West Germany, The Country of",yes
1957,Best Foreign Language Film,"Girl In Black, a from Greece, The Country of",yes
1957,Best Foreign Language Film,"Richard Iii from United Kingdom, The",yes
1957,Best Foreign Language Film,"Roses On The Arm from Japan, The Republic of",yes
1957,Best Foreign Language Film,"War and Peace from Italy, The Country of",yes
1957,Best Foreign Language Film,"White Reindeer, The from Finland, The Country of",yes
1957,Best Director - Motion Picture,"Anderson, Michael for Around The World In 80 Days",no
1957,Best Director - Motion Picture,"Kazan, Elia for Baby Doll",yes
1957,Best Director - Motion Picture,"Minnelli, Vincente for Lust For Life",no
1957,Best Director - Motion Picture,"Stevens, George for Giant",no
1957,Best Director - Motion Picture,"Vidor, King for War and Peace",no
1957,(Previous Award Given) Special Achievement Award,"Schallert, Edwin",yes
1957,(Previous Award Given) Special Achievement Award,"Taylor, Elizabeth",yes
1957,(Previous Award Given) Special Achievement Award,"Tiomkin, Dimitri",yes
1957,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Holliday, Judy in Solid Gold Cadillac, The",no
1957,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Kerr, Deborah in King and I, The",yes
1957,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Kyo, Machiko in Teahouse Of The August Moon, The",no
1957,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Monroe, Marilyn in Bus Stop",no
1957,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Reynolds, Debbie in Bundle Of Joy",no
1957,(Previous Award Given) Henrietta Award (World Film Favorites),"Dean, James",yes
1957,(Previous Award Given) Henrietta Award (World Film Favorites),"Novak, Kim",yes
1957,(Previous Award Given) Hollywood Citizenship Award,"Reagan, Ronald",yes
1957,(Previous Award Given) Promoting International Understanding,"King and I, The directed by Lang, Walter",no
1957,(Previous Award Given) Promoting International Understanding,"Teahouse Of The August Moon, The directed by Mann, Daniel",no
1957,(Previous Award Given) Promoting International Understanding,"Brave One, The directed by Rapper, Irving",no
1957,(Previous Award Given) Promoting International Understanding,"Battle Hymn directed by Sirk, Douglas",yes
1957,(Previous Award Given) Promoting International Understanding,"Friendly Persuasion directed by Wyler, William",no
1957,(Previous Award Given) New Foreign Star Of The Year - Actress,"Elg, Taina",yes
1957,(Previous Award Given) New Foreign Star Of The Year - Actor,"Bergerac, Jacques",yes
1957,(Previous Award Given) New Star Of The Year - Actress,"Baker, Carroll",yes
1957,(Previous Award Given) New Star Of The Year - Actress,"Baker, Carroll",yes
1957,(Previous Award Given) New Star Of The Year - Actress,"Mansfield, Jayne",no
1957,(Previous Award Given) New Star Of The Year - Actress,"Mansfield, Jayne",yes
1957,(Previous Award Given) New Star Of The Year - Actress,"Wood, Natalie",yes
1957,(Previous Award Given) New Star Of The Year - Actor,"Kerr, John",yes
1957,(Previous Award Given) New Star Of The Year - Actor,"Newman, Paul",yes
1957,(Previous Award Given) New Star Of The Year - Actor,"Perkins, Anthony",yes
1957,(Previous Award Given) Television Achievement,,yes
1957,(Previous Award Given) Television Achievement,,yes
1957,(Previous Award Given) Television Achievement,,yes
1957,(Previous Award Given) Television Achievement,,yes
1957,(Previous Award Given) Television Achievement,,yes
1956,Cecil B. DeMille Award,"Warner, Jack L.",yes
1956,Best Motion Picture - Drama,East Of Eden,yes
1956,Best Performance by an Actress in a Motion Picture - Drama,"Magnani, Anna in Rose Tattoo, The",yes
1956,Best Performance by an Actor in a Motion Picture - Drama,"Borgnine, Ernest in Marty",yes
1956,Best Motion Picture - Comedy Or Musical,Guys and Dolls,yes
1956,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Ewell, Tom in Seven Year Itch, The",yes
1956,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Pavan, Marisa in Rose Tattoo, The",yes
1956,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Kennedy, Arthur in Trial",yes
1956,Best Foreign Language Film,"Dangerous Curves from United Kingdom, The",yes
1956,Best Foreign Language Film,"Eyes Of Children from Japan, The Republic of",yes
1956,Best Foreign Language Film,"Sons, Mothers and a General from West Germany, The Country of",yes
1956,Best Foreign Language Film,"Stella from Greece, The Country of",yes
1956,Best Foreign Language Film,"Word, The from Denmark, The Country of",yes
1956,Best Director - Motion Picture,"Logan, Joshua for Picnic",yes
1956,(Previous Award Given) Special Achievement Award,"Dean, James",yes
1956,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Simmons, Jean in Guys and Dolls",yes
1956,(Previous Award Given) Henrietta Award (World Film Favorites),"Brando, Marlon",yes
1956,(Previous Award Given) Henrietta Award (World Film Favorites),"Kelly, Grace",yes
1956,(Previous Award Given) Hollywood Citizenship Award,"Williams, Esther",yes
1956,(Previous Award Given) Promoting International Understanding,"Love Is a Many-Splendored Thing directed by King, Henry",yes
1956,(Previous Award Given) New Star Of The Year - Actress,"Ekberg, Anita",yes
1956,(Previous Award Given) New Star Of The Year - Actress,"Shaw, Victoria",yes
1956,(Previous Award Given) New Star Of The Year - Actress,"Wynter, Dana",yes
1956,(Previous Award Given) New Star Of The Year - Actor,"Danton, Ray",yes
1956,(Previous Award Given) New Star Of The Year - Actor,"Tamblyn, Russ",yes
1956,(Previous Award Given) Picture - Outdoor Drama,Wichita,yes
1956,(Previous Award Given) Television Achievement,"Arnaz, Desi",yes
1956,(Previous Award Given) Television Achievement,"Shore, Dinah",yes
1955,Cecil B. DeMille Award,"Crawford, Joan",no
1955,Cecil B. DeMille Award,"Hersholt, Jean",yes
1955,Cecil B. DeMille Award,"Kramer, Stanley",no
1955,Best Motion Picture - Drama,On The Waterfront,yes
1955,Best Performance by an Actress in a Motion Picture - Drama,"Kelly, Grace in Country Girl, The",yes
1955,Best Performance by an Actor in a Motion Picture - Drama,"Brando, Marlon in On The Waterfront",yes
1955,Best Motion Picture - Comedy Or Musical,Carmen Jones,yes
1955,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Mason, James in Star Is Born, a",yes
1955,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Sterling, Jan in High and The Mighty, The",yes
1955,Best Performance by an Actor In A Supporting Role in a Motion Picture,"O'Brien, Edmond in Barefoot Contessa, The",yes
1955,Best Foreign Language Film,"Genevieve from United Kingdom, The",yes
1955,Best Foreign Language Film,"Lady Of The Camelias, The from Argentina, The Country of",yes
1955,Best Foreign Language Film,"No Way Back from West Germany, The Country of",yes
1955,Best Foreign Language Film,"Twenty-Four Eyes from Japan, The Republic of",yes
1955,Best Director - Motion Picture,"Kazan, Elia for On The Waterfront",yes
1955,Best Screenplay - Motion Picture,"Sabrina by Lehman, Ernest",yes
1955,(Previous Award Given) Special Achievement Award,"Ford, John",yes
1955,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Garland, Judy in Star Is Born, a",yes
1955,(Previous Award Given) Cinematography - Black And White,"On The Waterfront photographed by Kaufman, Boris",yes
1955,(Previous Award Given) Cinematography - Color,"Brigadoon photographed by Ruttenberg, Joseph",yes
1955,(Previous Award Given) Henrietta Award (World Film Favorites),"Allyson, June",yes
1955,(Previous Award Given) Henrietta Award (World Film Favorites),"Angeli, Pier",yes
1955,(Previous Award Given) Henrietta Award (World Film Favorites),"Brando, Marlon",yes
1955,(Previous Award Given) Henrietta Award (World Film Favorites),"Day, Doris",yes
1955,(Previous Award Given) Henrietta Award (World Film Favorites),"Hepburn, Audrey",yes
1955,(Previous Award Given) Henrietta Award (World Film Favorites),"Ladd, Alan",yes
1955,(Previous Award Given) Henrietta Award (World Film Favorites),"Peck, Gregory",yes
1955,(Previous Award Given) Promoting International Understanding,"Broken Lance directed by Dmytryk, Edward",yes
1955,(Previous Award Given) New Star Of The Year - Actress,"MacLaine, Shirley",yes
1955,(Previous Award Given) New Star Of The Year - Actress,"Novak, Kim",yes
1955,(Previous Award Given) New Star Of The Year - Actress,"Sharpe, Karen",yes
1955,(Previous Award Given) New Star Of The Year - Actor,"Adams, Joe",yes
1955,(Previous Award Given) New Star Of The Year - Actor,"Nader, George",yes
1955,(Previous Award Given) New Star Of The Year - Actor,"Richards, Jeff",yes
1954,Cecil B. DeMille Award,"Zanuck, Darryl F.",yes
1954,Best Performance by an Actress in a Motion Picture - Drama,"Hepburn, Audrey in Roman Holiday",yes
